person_id,domain_name,url_host,url_dir,url_page,url_refer_host,calendar_day,URL
393534971,6.cn,shrek.6.cn,live.6.cn/e6u2,rp.php,6.cn,01/11/2016,shrek.6.cn/live.6.cn/e6u2/rp.php
376096710,le.com,music.le.com,izt/showmethemoney5,index.html,baidu.com,01/11/2016,music.le.com/izt/showmethemoney5/index.html
128849653,qq.com,v.qq.com,x/cover/4mz2zy4nxjjqqbp,j0020ok8e8p.html,1lawer.com,01/11/2016,v.qq.com/x/cover/4mz2zy4nxjjqqbp/j0020ok8e8p.html
376096710,le.com,www.le.com,ptv/vplay,25848888.html,le.com,01/11/2016,www.le.com/ptv/vplay/25848888.html
128849653,qq.com,v.qq.com,x,cgibaike,qq.com,01/11/2016,v.qq.com/x/cgibaike
376096710,le.com,www.le.com,ptv/vplay,26037517.html,le.com,01/11/2016,www.le.com/ptv/vplay/26037517.html
128849653,iqiyi.com,pdata.video.iqiyi.com,/,k,,01/11/2016,pdata.video.iqiyi.com///k
376096710,baidu.com,v.baidu.com,/,v,baidu.com,01/11/2016,v.baidu.com///v
128849653,iqiyi.com,uaa.iqiyi.com,/,who,,01/11/2016,uaa.iqiyi.com///who
129932397,iqiyi.com,www.iqiyi.com,/,v_19rr98x6cg.html,baidu.com,01/11/2016,www.iqiyi.com///v_19rr98x6cg.html
395203606,qq.com,v.qq.com,u/videos,/,qq.com,01/11/2016,v.qq.com/u/videos//
394682074,iqiyi.com,pdata.video.iqiyi.com,/,k,,01/11/2016,pdata.video.iqiyi.com///k
395203606,qq.com,v.qq.com,/,/,baidu.com,01/11/2016,v.qq.com////
394682074,iqiyi.com,ip.geo.iqiyi.com,/,cityjson,,01/11/2016,ip.geo.iqiyi.com///cityjson
395203606,qq.com,v.qq.com,u,upload.html,qq.com,01/11/2016,v.qq.com/u/upload.html
371596792,youku.com,iku.youku.com,onlineconfig,config1,,01/11/2016,iku.youku.com/onlineconfig/config1
395203606,qq.com,v.qq.com,toolpages,redirect.html,qq.com,01/11/2016,v.qq.com/toolpages/redirect.html
371596792,youku.com,desktop.youku.com,/,/,,01/11/2016,desktop.youku.com////
377651045,qq.com,v.qq.com,x,cgibaike,qq.com,01/11/2016,v.qq.com/x/cgibaike
371596792,youku.com,desktop.youku.com,update,get_network_info.php,,01/11/2016,desktop.youku.com/update/get_network_info.php
377651045,qq.com,v.qq.com,x/cover/0dfpyvfa7tp0ewe,q0021fk5u15.html,2345.com,01/11/2016,v.qq.com/x/cover/0dfpyvfa7tp0ewe/q0021fk5u15.html
371596792,youku.com,iku.youku.com,onlineconfig,3rdlist,,01/11/2016,iku.youku.com/onlineconfig/3rdlist
377651045,letv.com,download.letv.com,apixml/yyBarSpread,yyBarSpread_5954.html,le.com,01/11/2016,download.letv.com/apixml/yyBarSpread/yyBarSpread_5954.html
353600350,qq.com,v.qq.com,txyp,coralComment_yp_1.0.htm,qq.com,01/11/2016,v.qq.com/txyp/coralComment_yp_1.0.htm
377651045,letv.com,download.letv.com,apixml/yyBarSpread,yyBarSpread_5954.html,baidu.com,01/11/2016,download.letv.com/apixml/yyBarSpread/yyBarSpread_5954.html
353600350,qq.com,v.qq.com,x,webtips,qq.com,01/11/2016,v.qq.com/x/webtips
377651045,le.com,m.le.com,/,vplay_26871149.html,letv.com,01/11/2016,m.le.com///vplay_26871149.html
353600350,mgtv.com,pc.api.mgtv.com,versions,advconfig,,01/11/2016,pc.api.mgtv.com/versions/advconfig
377651045,le.com,m.le.com,/,vplay_26879025.html,letv.com,01/11/2016,m.le.com///vplay_26879025.html
353600350,mgtv.com,pc.api.mgtv.com,v1/api,getlist,,01/11/2016,pc.api.mgtv.com/v1/api/getlist
377651045,le.com,www.le.com,ptv/vplay,26863233.html,,01/11/2016,www.le.com/ptv/vplay/26863233.html
353600350,mgtv.com,pc.api.mgtv.com,api/addwatchtime,/,,01/11/2016,pc.api.mgtv.com/api/addwatchtime//
377651045,le.com,www.le.com,ptv/vplay,26610408.html,,01/11/2016,www.le.com/ptv/vplay/26610408.html
353600350,mgtv.com,pc.api.mgtv.com,so,hotWords,,01/11/2016,pc.api.mgtv.com/so/hotWords
377651045,le.com,m.le.com,/,vplay_26786879.html,letv.com,01/11/2016,m.le.com///vplay_26786879.html
353600350,mgtv.com,pc.api.mgtv.com,v1/api,getVideoFilesSource,,01/11/2016,pc.api.mgtv.com/v1/api/getVideoFilesSource
377651045,ku6.com,mv.ku6.com,/,/,ku6.com,01/11/2016,mv.ku6.com////
353600350,mgtv.com,pc.api.mgtv.com,v1/so,getVideoFiles,,01/11/2016,pc.api.mgtv.com/v1/so/getVideoFiles
377651045,ku6.com,comic.ku6.com,/,/,ku6.com,01/11/2016,comic.ku6.com////
353600350,mgtv.com,pc.api.mgtv.com,v1/so,getDownFiles,,01/11/2016,pc.api.mgtv.com/v1/so/getDownFiles
377651045,ku6.com,comic.ku6.com,/,/,,01/11/2016,comic.ku6.com////
353600350,mgtv.com,pc.api.mgtv.com,v1/api,relatedVideoslimit,,01/11/2016,pc.api.mgtv.com/v1/api/relatedVideoslimit
377651045,ku6.com,v.ku6.com,show,D9zQjb2gJnTcxV9_BxPbiw...html,,01/11/2016,v.ku6.com/show/D9zQjb2gJnTcxV9_BxPbiw...html
353600350,mgtv.com,pc.api.mgtv.com,v1/api,getPicFrame,,01/11/2016,pc.api.mgtv.com/v1/api/getPicFrame
377651045,iqiyi.com,www.iqiyi.com,/,/,iqiyi.com,01/11/2016,www.iqiyi.com////
353600350,mgtv.com,pc.api.mgtv.com,versions,hunantvconfig,,01/11/2016,pc.api.mgtv.com/versions/hunantvconfig
377651045,funshion.com,vs.funshion.com,pvs,cflow,,01/11/2016,vs.funshion.com/pvs/cflow
353600350,mgtv.com,pc.api.mgtv.com,versions,/,,01/11/2016,pc.api.mgtv.com/versions//
377651045,funshion.com,fld.funshion.com,interface,airport,,01/11/2016,fld.funshion.com/interface/airport
353600350,mgtv.com,comment.mgtv.com,video_comment/getcount,/,,01/11/2016,comment.mgtv.com/video_comment/getcount//
377651045,funshion.com,vs.funshion.com,vvs/getMediaUrl,v2,,01/11/2016,vs.funshion.com/vvs/getMediaUrl/v2
353600350,mgtv.com,pc.api.mgtv.com,versions,config,,01/11/2016,pc.api.mgtv.com/versions/config
377651045,funshion.com,vs.funshion.com,mvs,deliverEmptyCallback,,01/11/2016,vs.funshion.com/mvs/deliverEmptyCallback
353600350,iqiyi.com,pdata.video.iqiyi.com,/,k,,01/11/2016,pdata.video.iqiyi.com///k
377651045,funshion.com,vs.funshion.com,pvs/getSchedule,v2,,01/11/2016,vs.funshion.com/pvs/getSchedule/v2
353600350,iqiyi.com,ip.geo.iqiyi.com,/,cityjson,,01/11/2016,ip.geo.iqiyi.com///cityjson
377651045,funshion.com,vs.funshion.com,mvs,getSchedule,,01/11/2016,vs.funshion.com/mvs/getSchedule
353600350,iqiyi.com,uaa.iqiyi.com,/,who,,01/11/2016,uaa.iqiyi.com///who
377651045,funshion.com,vs.funshion.com,mvir,getPolicy,,01/11/2016,vs.funshion.com/mvir/getPolicy
353600350,iqiyi.com,serv.vip.iqiyi.com,services,queryVodInfo.action,,01/11/2016,serv.vip.iqiyi.com/services/queryVodInfo.action
377651045,funshion.com,vs.funshion.com,mvir,getUser,,01/11/2016,vs.funshion.com/mvir/getUser
353600350,hunantv.com,rc.mpp.hunantv.com,pcc/cms,3323898,,01/11/2016,rc.mpp.hunantv.com/pcc/cms/3323898
377651045,funshion.com,vs.funshion.com,mvs,getDeliverUrl,,01/11/2016,vs.funshion.com/mvs/getDeliverUrl
353600350,hunantv.com,rc.mpp.hunantv.com,pcc/cms,3655665,,01/11/2016,rc.mpp.hunantv.com/pcc/cms/3655665
377651045,funshion.com,vs.funshion.com,tvs,getSchedule,,01/11/2016,vs.funshion.com/tvs/getSchedule
391660803,360kan.com,www.360kan.com,dianshi,index.html,,01/11/2016,www.360kan.com/dianshi/index.html
377651045,funshion.com,vs.funshion.com,mvirbiz,getSchedule,,01/11/2016,vs.funshion.com/mvirbiz/getSchedule
382119006,youku.com,v.youku.com,v_show,id_XMjg1MTE4NjU2.html,baidu.com,01/11/2016,v.youku.com/v_show/id_XMjg1MTE4NjU2.html
377651045,funshion.com,vs.funshion.com,vvs/getSchedule,v2,,01/11/2016,vs.funshion.com/vvs/getSchedule/v2
382119006,qq.com,v.qq.com,x,webtips,qq.com,01/11/2016,v.qq.com/x/webtips
377651045,fun.tv,fs.fun.tv,vplay,m-66775.v-808720,fun.tv,01/11/2016,fs.fun.tv/vplay/m-66775.v-808720
382119006,qq.com,v.qq.com,x/page,e0333jshy9i.html,baidu.com,01/11/2016,v.qq.com/x/page/e0333jshy9i.html
377651045,fun.tv,fs.fun.tv,tv,/,fun.tv,01/11/2016,fs.fun.tv/tv//
382119006,qq.com,v.qq.com,cover/w,w9x9avo3rdokz9l.html,qq.com,01/11/2016,v.qq.com/cover/w/w9x9avo3rdokz9l.html
377651045,fun.tv,fs.fun.tv,vplay,m-302397.v-821181,fun.tv,01/11/2016,fs.fun.tv/vplay/m-302397.v-821181
382119006,qq.com,v.qq.com,x/cover,w9x9avo3rdokz9l.html,qq.com,01/11/2016,v.qq.com/x/cover/w9x9avo3rdokz9l.html
377651045,fun.tv,fs.fun.tv,vplay,m-111647.v-409256,fun.tv,01/11/2016,fs.fun.tv/vplay/m-111647.v-409256
382119006,ku6.com,v.ku6.com,show,mj9kf2K9Xe2Vlgy4.html,baidu.com,01/11/2016,v.ku6.com/show/mj9kf2K9Xe2Vlgy4.html
377651045,fun.tv,www.fun.tv,vplay,g-305025,,01/11/2016,www.fun.tv/vplay/g-305025
382119006,ku6.com,v.ku6.com,show,kQ4v5rx6mHIFSUM_umrF4A...html,baidu.com,01/11/2016,v.ku6.com/show/kQ4v5rx6mHIFSUM_umrF4A...html
377651045,fun.tv,fs.fun.tv,vplay,m-301921.v-816650,fun.tv,01/11/2016,fs.fun.tv/vplay/m-301921.v-816650
395612419,youku.com,iku.youku.com,onlineconfig,config1,,01/11/2016,iku.youku.com/onlineconfig/config1
377651045,fun.tv,api1.fun.tv,api/get_videoinfoforivt,844047,funshion.com,01/11/2016,api1.fun.tv/api/get_videoinfoforivt/844047
395612419,qq.com,v.qq.com,cover/z,zq48x1viw2vd4t2.html,qq.com,01/11/2016,v.qq.com/cover/z/zq48x1viw2vd4t2.html
383013595,youku.com,v.youku.com,v_show,id_XMTc4MTQ0MTU2NA==.html,so.com,01/11/2016,v.youku.com/v_show/id_XMTc4MTQ0MTU2NA==.html
395612419,qq.com,v.qq.com,inc/cover/nba/teammy,119412.html,qq.com,01/11/2016,v.qq.com/inc/cover/nba/teammy/119412.html
383013595,youku.com,www.youku.com,index,y404,youku.com,01/11/2016,www.youku.com/index/y404
395612419,qq.com,v.qq.com,txyp,coralComment_yp_1.0.htm,qq.com,01/11/2016,v.qq.com/txyp/coralComment_yp_1.0.htm
383013595,youku.com,v.youku.com,v_show,id_XNTM3ODIzODQ0.html,so.com,01/11/2016,v.youku.com/v_show/id_XNTM3ODIzODQ0.html
377037883,sohu.com,tv.sohu.com,20150114,n407787155.shtml,360kan.com,01/11/2016,tv.sohu.com/20150114/n407787155.shtml
383013595,youku.com,v.youku.com,v_show,id_XMTc1MTM1NzA5Mg==.html,360kan.com,01/11/2016,v.youku.com/v_show/id_XMTc1MTM1NzA5Mg==.html
377037883,360kan.com,www.360kan.com,tv,PrRxcK8ZezDrOX.html,360kan.com,01/11/2016,www.360kan.com/tv/PrRxcK8ZezDrOX.html
383013595,youku.com,v.youku.com,v_show,id_XMTUzMzU5MTg4NA==.html,so.com,01/11/2016,v.youku.com/v_show/id_XMTUzMzU5MTg4NA==.html
377037883,360kan.com,www.360kan.com,dianshi,index.html,360.cn,01/11/2016,www.360kan.com/dianshi/index.html
383013595,youku.com,v.youku.com,v_show,id_XMTUzMDA1NzE0NA==.html,youku.com,01/11/2016,v.youku.com/v_show/id_XMTUzMDA1NzE0NA==.html
377037883,360kan.com,www.360kan.com,dianshi,history,360kan.com,01/11/2016,www.360kan.com/dianshi/history
383013595,youku.com,v.youku.com,v_show,id_XMTUzMDA1OTQ3Mg==.html,baidu.com,01/11/2016,v.youku.com/v_show/id_XMTUzMDA1OTQ3Mg==.html
388670895,youku.com,v.youku.com,v_show,id_XODg3MzY0NDI0.html,youku.com,01/11/2016,v.youku.com/v_show/id_XODg3MzY0NDI0.html
383013595,youku.com,v.youku.com,v_show,id_XMTkyNTI5NTY4.html,so.com,01/11/2016,v.youku.com/v_show/id_XMTkyNTI5NTY4.html
388670895,youku.com,k.youku.com,player/getRtmpPath/sid/547798635861710780f51_00/st/mp4/fileid,0300080700560146F7A3DE04CB019FF92ACDA8-E0C2-E653-FB29-1CD2CD4EF0AC,youku.com,01/11/2016,k.youku.com/player/getRtmpPath/sid/547798635861710780f51_00/st/mp4/fileid/0300080700560146F7A3DE04CB019FF92ACDA8-E0C2-E653-FB29-1CD2CD4EF0AC
383013595,youku.com,v.youku.com,v_show,id_XMTQ2NDg2ODUwOA==.html,youku.com,01/11/2016,v.youku.com/v_show/id_XMTQ2NDg2ODUwOA==.html
388670895,youku.com,v.youku.com,v_show,id_XODg4MDg5MTQw.html,youku.com,01/11/2016,v.youku.com/v_show/id_XODg4MDg5MTQw.html
383013595,youku.com,v.youku.com,v_show,id_XNDk5MjY2NTcy.html,so.com,01/11/2016,v.youku.com/v_show/id_XNDk5MjY2NTcy.html
388670895,youku.com,k.youku.com,player/getRtmpPath/sid/747797224711210ce4134_06/st/mp4/fileid,030008070656013EB6BBEE04CB019F6B095F08-F46F-87AE-BBF3-E4B21C08648A,youku.com,01/11/2016,k.youku.com/player/getRtmpPath/sid/747797224711210ce4134_06/st/mp4/fileid/030008070656013EB6BBEE04CB019F6B095F08-F46F-87AE-BBF3-E4B21C08648A
383013595,youku.com,v.youku.com,v_show,id_XNTg4NTIxNzY0.html,so.com,01/11/2016,v.youku.com/v_show/id_XNTg4NTIxNzY0.html
388670895,youku.com,k.youku.com,player/getRtmpPath/sid/547798635861710780f51_01/st/mp4/fileid,0300080701560146F7A3DE04CB019FF92ACDA8-E0C2-E653-FB29-1CD2CD4EF0AC,youku.com,01/11/2016,k.youku.com/player/getRtmpPath/sid/547798635861710780f51_01/st/mp4/fileid/0300080701560146F7A3DE04CB019FF92ACDA8-E0C2-E653-FB29-1CD2CD4EF0AC
383013595,youku.com,v.youku.com,v_show,id_XNzYwMTUxMDAw.html,youku.com,01/11/2016,v.youku.com/v_show/id_XNzYwMTUxMDAw.html
388670895,youku.com,k.youku.com,player/getRtmpPath/sid/547798635861710780f51_00/st/flv/fileid,030002070056013BEFA3DE04CB019FF92ACDA8-E0C2-E653-FB29-1CD2CD4EF0AC,youku.com,01/11/2016,k.youku.com/player/getRtmpPath/sid/547798635861710780f51_00/st/flv/fileid/030002070056013BEFA3DE04CB019FF92ACDA8-E0C2-E653-FB29-1CD2CD4EF0AC
383013595,youku.com,v.youku.com,v_show,id_XMTQ4Mzc3MDkzMg==.html,youku.com,01/11/2016,v.youku.com/v_show/id_XMTQ4Mzc3MDkzMg==.html
388670895,youku.com,k.youku.com,player/getRtmpPath/sid/047798531743310f60840_06/st/mp4/fileid,030008070656013F9970D704CB019FCB9E4170-AB56-3499-EE5B-D79AD0C0814E,youku.com,01/11/2016,k.youku.com/player/getRtmpPath/sid/047798531743310f60840_06/st/mp4/fileid/030008070656013F9970D704CB019FCB9E4170-AB56-3499-EE5B-D79AD0C0814E
383013595,youku.com,v.youku.com,v_show,id_XMTQ3Njk5MDQ2MA==.html,,01/11/2016,v.youku.com/v_show/id_XMTQ3Njk5MDQ2MA==.html
388670895,youku.com,www.youku.com,/,/,,01/11/2016,www.youku.com////
383013595,youku.com,v.youku.com,v_show,id_XMTQ2MDg3OTA2MA==.html,,01/11/2016,v.youku.com/v_show/id_XMTQ2MDg3OTA2MA==.html
388670895,youku.com,www.youku.com,index,y404,youku.com,01/11/2016,www.youku.com/index/y404
383013595,youku.com,v.youku.com,v_show,id_XMTY1NTIzMzQyOA==.html,sogou.com,01/11/2016,v.youku.com/v_show/id_XMTY1NTIzMzQyOA==.html
388670895,youku.com,k.youku.com,player/getRtmpPath/sid/047798531743310f60840_00/st/mp4/fileid,030008070056013F9970D704CB019FCB9E4170-AB56-3499-EE5B-D79AD0C0814E,youku.com,01/11/2016,k.youku.com/player/getRtmpPath/sid/047798531743310f60840_00/st/mp4/fileid/030008070056013F9970D704CB019FCB9E4170-AB56-3499-EE5B-D79AD0C0814E
383013595,youku.com,v.youku.com,v_show,id_XNjQ0OTAxNjg4.html,sogou.com,01/11/2016,v.youku.com/v_show/id_XNjQ0OTAxNjg4.html
388670895,youku.com,k.youku.com,player/getRtmpPath/sid/6477984615380104895cb_00/st/flv/fileid,0300020700560139E670D704CB019FCB9E4170-AB56-3499-EE5B-D79AD0C0814E,youku.com,01/11/2016,k.youku.com/player/getRtmpPath/sid/6477984615380104895cb_00/st/flv/fileid/0300020700560139E670D704CB019FCB9E4170-AB56-3499-EE5B-D79AD0C0814E
383013595,youku.com,v.youku.com,v_show,id_XMTcwNDIwMTA2OA==.html,,01/11/2016,v.youku.com/v_show/id_XMTcwNDIwMTA2OA==.html
388670895,youku.com,k.youku.com,player/getRtmpPath/sid/047798531743310f60840_04/st/mp4/fileid,030008070456013F9970D704CB019FCB9E4170-AB56-3499-EE5B-D79AD0C0814E,youku.com,01/11/2016,k.youku.com/player/getRtmpPath/sid/047798531743310f60840_04/st/mp4/fileid/030008070456013F9970D704CB019FCB9E4170-AB56-3499-EE5B-D79AD0C0814E
383013595,youku.com,v.youku.com,v_show,id_XMjg2NjYxMTMy.html,so.com,01/11/2016,v.youku.com/v_show/id_XMjg2NjYxMTMy.html
388670895,youku.com,k.youku.com,player/getRtmpPath/sid/047798531743310f60840_05/st/mp4/fileid,030008070556013F9970D704CB019FCB9E4170-AB56-3499-EE5B-D79AD0C0814E,youku.com,01/11/2016,k.youku.com/player/getRtmpPath/sid/047798531743310f60840_05/st/mp4/fileid/030008070556013F9970D704CB019FCB9E4170-AB56-3499-EE5B-D79AD0C0814E
383013595,youku.com,v.youku.com,v_show,id_XMTcwNDE5Mzk2MA==.html,,01/11/2016,v.youku.com/v_show/id_XMTcwNDE5Mzk2MA==.html
388670895,youku.com,k.youku.com,player/getRtmpPath/sid/6477984615380104895cb_00/st/mp4/fileid,030008070056013F9970D704CB019FCB9E4170-AB56-3499-EE5B-D79AD0C0814E,youku.com,01/11/2016,k.youku.com/player/getRtmpPath/sid/6477984615380104895cb_00/st/mp4/fileid/030008070056013F9970D704CB019FCB9E4170-AB56-3499-EE5B-D79AD0C0814E
383013595,tudou.com,www.tudou.com,programs/view/a8ekEib4JhU,/,sogou.com,01/11/2016,www.tudou.com/programs/view/a8ekEib4JhU//
388670895,youku.com,k.youku.com,player/getRtmpPath/sid/047798531743310f60840_00/st/flv/fileid,0300020700560139E670D704CB019FCB9E4170-AB56-3499-EE5B-D79AD0C0814E,youku.com,01/11/2016,k.youku.com/player/getRtmpPath/sid/047798531743310f60840_00/st/flv/fileid/0300020700560139E670D704CB019FCB9E4170-AB56-3499-EE5B-D79AD0C0814E
383013595,tangdou.com,www.tangdou.com,v46,dANUMMMjwD4Tyw2.html,baidu.com,01/11/2016,www.tangdou.com/v46/dANUMMMjwD4Tyw2.html
388670895,youku.com,k.youku.com,player/getRtmpPath/sid/747797224711210ce4134_04/st/mp4/fileid,030008070456013EB6BBEE04CB019F6B095F08-F46F-87AE-BBF3-E4B21C08648A,youku.com,01/11/2016,k.youku.com/player/getRtmpPath/sid/747797224711210ce4134_04/st/mp4/fileid/030008070456013EB6BBEE04CB019F6B095F08-F46F-87AE-BBF3-E4B21C08648A
383013595,sohu.com,tv.sohu.com,20140504,n399114683.shtml,360kan.com,01/11/2016,tv.sohu.com/20140504/n399114683.shtml
388670895,youku.com,k.youku.com,player/getRtmpPath/sid/747797224711210ce4134_02/st/mp4/fileid,030008070256013EB6BBEE04CB019F6B095F08-F46F-87AE-BBF3-E4B21C08648A,youku.com,01/11/2016,k.youku.com/player/getRtmpPath/sid/747797224711210ce4134_02/st/mp4/fileid/030008070256013EB6BBEE04CB019F6B095F08-F46F-87AE-BBF3-E4B21C08648A
383013595,sohu.com,tv.sohu.com,/,/,360.cn,01/11/2016,tv.sohu.com////
388670895,youku.com,k.youku.com,player/getRtmpPath/sid/747797224711210ce4134_03/st/mp4/fileid,030008070356013EB6BBEE04CB019F6B095F08-F46F-87AE-BBF3-E4B21C08648A,youku.com,01/11/2016,k.youku.com/player/getRtmpPath/sid/747797224711210ce4134_03/st/mp4/fileid/030008070356013EB6BBEE04CB019F6B095F08-F46F-87AE-BBF3-E4B21C08648A
383013595,sohu.com,tv.sohu.com,/,/,sohu.com,01/11/2016,tv.sohu.com////
388670895,youku.com,k.youku.com,player/getRtmpPath/sid/747797224711210ce4134_05/st/mp4/fileid,030008070556013EB6BBEE04CB019F6B095F08-F46F-87AE-BBF3-E4B21C08648A,youku.com,01/11/2016,k.youku.com/player/getRtmpPath/sid/747797224711210ce4134_05/st/mp4/fileid/030008070556013EB6BBEE04CB019F6B095F08-F46F-87AE-BBF3-E4B21C08648A
383013595,sohu.com,tv.sohu.com,20140504,n399114671.shtml,360kan.com,01/11/2016,tv.sohu.com/20140504/n399114671.shtml
